qseqid	sseqid	pid	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
R=2739#unclass/unclass	chr_002	94.828	58	3	0	1	58	18982739	18982796	1.42e-18	91.6
R=2766#unclass/unclass	chr_003	98.305	59	1	0	1	59	18269178	18269120	1.87e-22	104.0
R=2766#unclass/unclass	chr_003	98.305	59	1	0	1	59	18292696	18292638	1.87e-22	104.0
R=29.C#LINE/L1-outcast	chr_002	97.014	3349	91	4	3	3344	14016467	14019813	0.0	5624.0
R=29.C#LINE/L1-outcast	chr_002	95.526	3353	108	19	1	3346	6400070	6396753	0.0	5325.0
R=29.C#LINE/L1-outcast	chr_002	96.414	3095	97	7	264	3347	9329772	9326681	0.0	5090.0
R=29.C#LINE/L1-outcast	chr_002	93.104	3350	170	29	3	3347	1649390	1652683	0.0	4852.0
R=29.C#LINE/L1-outcast	chr_002	96.963	2634	64	9	719	3344	8355780	8358405	0.0	4409.0
R=29.C#LINE/L1-outcast	chr_002	95.601	2614	95	11	262	2870	11493199	11490601	0.0	4172.0
R=29.C#LINE/L1-outcast	chr_002	85.809	2255	282	18	323	2563	7274226	7276456	0.0	2357.0
R=29.C#LINE/L1-outcast	chr_002	97.2	1357	34	1	1467	2819	9204943	9206299	0.0	2292.0
R=29.C#LINE/L1-outcast	chr_002	87.705	1952	214	19	560	2496	10701676	10699736	0.0	2252.0
R=29.C#LINE/L1-outcast	chr_002	95.761	1321	50	5	3	1320	18863854	18862537	0.0	2124.0
R=29.C#LINE/L1-outcast	chr_002	96.574	1255	30	2	1114	2364	19748301	19747056	0.0	2067.0
R=29.C#LINE/L1-outcast	chr_002	97.015	1206	30	3	1296	2495	11388702	11387497	0.0	2023.0
R=29.C#LINE/L1-outcast	chr_002	95.707	1118	48	0	2230	3347	16335214	16334097	0.0	1801.0
R=29.C#LINE/L1-outcast	chr_002	87.365	1480	152	20	1897	3347	12334260	12335733	0.0	1664.0
R=29.C#LINE/L1-outcast	chr_002	95.56	991	33	5	1	985	9203857	9204842	0.0	1576.0
R=29.C#LINE/L1-outcast	chr_002	94.62	948	50	1	1	948	16336167	16335221	0.0	1467.0
R=29.C#LINE/L1-outcast	chr_002	90.026	1133	82	12	2241	3347	17152956	17154083	0.0	1437.0
R=29.C#LINE/L1-outcast	chr_002	95.662	853	36	1	37	889	19749253	19748402	0.0	1369.0
R=29.C#LINE/L1-outcast	chr_002	95.08	874	29	7	39	899	13377759	13378631	0.0	1363.0
R=29.C#LINE/L1-outcast	chr_002	96.766	804	26	0	2544	3347	17311083	17311886	0.0	1343.0
R=29.C#LINE/L1-outcast	chr_002	96.547	811	21	2	2535	3345	18857763	18856960	0.0	1338.0
R=29.C#LINE/L1-outcast	chr_002	94.366	852	33	4	2493	3342	11387103	11386265	0.0	1295.0
R=29.C#LINE/L1-outcast	chr_002	88.202	1051	122	2	2061	3110	18543175	18542126	0.0	1254.0
R=29.C#LINE/L1-outcast	chr_002	86.582	1021	125	7	518	1533	164311	165324	0.0	1116.0
R=29.C#LINE/L1-outcast	chr_002	85.795	1063	134	10	3	1054	2963138	2962082	0.0	1110.0
R=29.C#LINE/L1-outcast	chr_002	94.789	710	19	4	2649	3346	12261152	12261855	0.0	1092.0
R=29.C#LINE/L1-outcast	chr_002	86.136	880	110	8	2473	3347	19543446	19544318	0.0	939.0
R=29.C#LINE/L1-outcast	chr_002	97.955	538	9	2	1	536	8355242	8355779	0.0	931.0
R=29.C#LINE/L1-outcast	chr_002	86.993	838	89	9	2524	3344	166749	167583	0.0	928.0
R=29.C#LINE/L1-outcast	chr_002	94.702	604	17	4	1520	2119	13621199	13620607	0.0	924.0
R=29.C#LINE/L1-outcast	chr_002	85.862	870	95	8	3	871	18562079	18561237	0.0	900.0
R=29.C#LINE/L1-outcast	chr_002	98.004	501	10	0	2847	3347	9206773	9207273	0.0	872.0
R=29.C#LINE/L1-outcast	chr_002	94.662	562	29	1	1	561	19674885	19674324	0.0	870.0
R=29.C#LINE/L1-outcast	chr_002	91.318	622	53	1	2724	3345	14491534	14490914	0.0	850.0
R=29.C#LINE/L1-outcast	chr_002	88.986	690	71	5	2093	2780	5990458	5991144	0.0	848.0
R=29.C#LINE/L1-outcast	chr_002	97.006	501	14	1	2847	3347	19733477	19732978	0.0	843.0
R=29.C#LINE/L1-outcast	chr_002	94.886	528	27	0	2195	2722	14494686	14494159	0.0	826.0
R=29.C#LINE/L1-outcast	chr_002	82.284	937	118	16	2411	3342	18608981	18608088	0.0	769.0
R=29.C#LINE/L1-outcast	chr_002	96.499	457	16	0	796	1252	11389159	11388703	0.0	756.0
R=29.C#LINE/L1-outcast	chr_002	87.745	612	64	7	4	614	10120940	10120339	0.0	704.0
R=29.C#LINE/L1-outcast	chr_002	85.201	696	80	11	2579	3261	7276899	7277584	0.0	693.0
R=29.C#LINE/L1-outcast	chr_002	87.751	547	53	7	2804	3338	8722115	8722659	2.3e-178	628.0
R=29.C#LINE/L1-outcast	chr_002	85.018	554	74	7	1411	1957	22761370	22760819	3.96e-156	555.0
R=29.C#LINE/L1-outcast	chr_002	86.383	470	49	8	2881	3345	6914866	6914407	5.239999999999999e-140	501.0
R=29.C#LINE/L1-outcast	chr_002	93.215	339	23	0	1460	1798	14495023	14494685	1.8799999999999998e-139	499.0
R=29.C#LINE/L1-outcast	chr_002	94.949	297	15	0	2814	3110	10420002	10420298	5.3100000000000004e-130	468.0
R=29.C#LINE/L1-outcast	chr_002	86.331	417	35	6	145	561	10702936	10702542	5.39e-120	435.0
R=29.C#LINE/L1-outcast	chr_002	87.131	373	47	1	646	1018	10120336	10119965	4.19e-116	422.0
R=29.C#LINE/L1-outcast	chr_002	81.875	480	63	10	2416	2895	7140685	7141140	1.9799999999999998e-104	383.0
R=29.C#LINE/L1-outcast	chr_002	89.109	303	28	2	2959	3257	10791552	10791251	4.28e-101	372.0
R=29.C#LINE/L1-outcast	chr_002	99.482	193	0	1	1	193	11493491	11493300	2.0099999999999998e-94	350.0
R=29.C#LINE/L1-outcast	chr_002	90.0	270	25	2	8	277	18589491	18589758	7.22e-94	348.0
R=29.C#LINE/L1-outcast	chr_002	82.639	432	36	15	2949	3346	10138207	10138633	2.6e-93	346.0
R=29.C#LINE/L1-outcast	chr_002	83.967	368	39	7	2178	2536	165324	165680	5.62e-90	335.0
R=29.C#LINE/L1-outcast	chr_002	99.451	182	1	0	1	182	16309971	16310152	7.269999999999999e-89	331.0
R=29.C#LINE/L1-outcast	chr_002	83.158	380	25	8	2895	3257	10759463	10759106	2.63e-83	313.0
R=29.C#LINE/L1-outcast	chr_002	87.226	274	22	7	3075	3347	18322089	18322350	2.0500000000000003e-79	300.0
R=29.C#LINE/L1-outcast	chr_002	100.0	160	0	0	3188	3347	24188273	24188432	2.65e-78	296.0
R=29.C#LINE/L1-outcast	chr_002	97.11	173	5	0	1	173	24188000	24188172	3.43e-77	292.0
R=29.C#LINE/L1-outcast	chr_002	82.051	351	43	8	2388	2732	23945981	23946317	7.43e-74	281.0
R=29.C#LINE/L1-outcast	chr_002	83.019	318	38	9	490	807	16332350	16332049	1.24e-71	274.0
R=29.C#LINE/L1-outcast	chr_002	97.692	130	3	0	3217	3346	1856204	1856333	1.2700000000000002e-56	224.0
R=29.C#LINE/L1-outcast	chr_002	96.721	61	2	0	3259	3319	7279149	7279209	6.21e-20	102.0
R=29.C#LINE/L1-outcast	chr_003	96.692	3356	82	5	2	3347	25717026	25713690	0.0	5557.0
R=29.C#LINE/L1-outcast	chr_003	94.031	2312	107	7	1	2299	18598256	18595963	0.0	3476.0
R=29.C#LINE/L1-outcast	chr_003	96.716	1705	54	2	1	1704	14246226	14244523	0.0	2837.0
R=29.C#LINE/L1-outcast	chr_003	96.905	1680	43	3	1675	3346	15684361	15686039	0.0	2808.0
R=29.C#LINE/L1-outcast	chr_003	96.44	1545	43	3	1815	3347	14244527	14242983	0.0	2540.0
R=29.C#LINE/L1-outcast	chr_003	97.586	1450	32	3	1901	3347	31274653	31273204	0.0	2483.0
R=29.C#LINE/L1-outcast	chr_003	92.276	1709	103	3	1644	3344	13163469	13161782	0.0	2399.0
R=29.C#LINE/L1-outcast	chr_003	95.882	1360	46	5	1	1355	18502442	18501088	0.0	2193.0
R=29.C#LINE/L1-outcast	chr_003	87.453	1857	184	17	1335	3187	22159276	22157465	0.0	2095.0
R=29.C#LINE/L1-outcast	chr_003	88.007	1601	162	15	1755	3340	31156766	31155181	0.0	1866.0
R=29.C#LINE/L1-outcast	chr_003	92.948	1262	88	1	1	1262	13166535	13165275	0.0	1836.0
R=29.C#LINE/L1-outcast	chr_003	87.687	1405	150	11	1871	3254	20078567	20079969	0.0	1615.0
R=29.C#LINE/L1-outcast	chr_003	83.846	1560	200	39	1	1546	12042211	12040690	0.0	1437.0
R=29.C#LINE/L1-outcast	chr_003	97.193	748	17	2	2602	3345	19535009	19534262	0.0	1262.0
R=29.C#LINE/L1-outcast	chr_003	96.726	733	21	3	2615	3347	222394	223123	0.0	1219.0
R=29.C#LINE/L1-outcast	chr_003	83.786	1289	149	29	1	1280	16686551	16687788	0.0	1168.0
R=29.C#LINE/L1-outcast	chr_003	89.174	896	80	6	1	893	24966643	24967524	0.0	1101.0
R=29.C#LINE/L1-outcast	chr_003	98.671	602	8	0	2741	3342	16807484	16808085	0.0	1070.0
R=29.C#LINE/L1-outcast	chr_003	88.76	863	81	10	1	861	14336205	14337053	0.0	1042.0
R=29.C#LINE/L1-outcast	chr_003	87.01	893	100	9	2091	2970	11679159	11678270	0.0	994.0
R=29.C#LINE/L1-outcast	chr_003	84.314	1020	124	25	78	1077	26473252	26474255	0.0	965.0
R=29.C#LINE/L1-outcast	chr_003	89.339	741	70	6	858	1593	14337513	14338249	0.0	922.0
R=29.C#LINE/L1-outcast	chr_003	81.076	1078	169	19	2295	3345	11530287	11531356	0.0	830.0
R=29.C#LINE/L1-outcast	chr_003	96.774	434	5	3	1564	1989	11507289	11507721	0.0	715.0
R=29.C#LINE/L1-outcast	chr_003	88.455	589	65	3	544	1132	21731423	21730838	0.0	708.0
R=29.C#LINE/L1-outcast	chr_003	88.701	531	51	5	2790	3316	76364	75839	0.0	641.0
R=29.C#LINE/L1-outcast	chr_003	83.333	726	78	22	2634	3346	13980891	13981586	1.78e-179	632.0
R=29.C#LINE/L1-outcast	chr_003	87.85	535	60	5	36	567	13978846	13979378	1.07e-176	623.0
R=29.C#LINE/L1-outcast	chr_003	86.562	573	66	7	1751	2317	11762711	11763278	3.8499999999999996e-176	621.0
R=29.C#LINE/L1-outcast	chr_003	87.856	527	62	2	2733	3258	26489754	26490279	1.39e-175	619.0
R=29.C#LINE/L1-outcast	chr_003	88.759	427	43	4	2925	3347	19525639	19526064	1.4500000000000001e-145	520.0
R=29.C#LINE/L1-outcast	chr_003	86.122	490	56	8	2779	3263	26476767	26477249	1.4500000000000001e-145	520.0
R=29.C#LINE/L1-outcast	chr_003	90.909	374	33	1	2	374	22160223	22159850	5.239999999999999e-140	501.0
R=29.C#LINE/L1-outcast	chr_003	90.339	383	36	1	1	383	30955172	30954791	5.239999999999999e-140	501.0
R=29.C#LINE/L1-outcast	chr_003	96.678	301	8	1	3047	3347	15462533	15462235	1.8799999999999998e-139	499.0
R=29.C#LINE/L1-outcast	chr_003	87.298	433	50	4	1	432	572474	572902	1.1299999999999999e-136	490.0
R=29.C#LINE/L1-outcast	chr_003	93.93	313	19	0	1341	1653	13165275	13164963	1.14e-131	473.0
R=29.C#LINE/L1-outcast	chr_003	97.786	271	6	0	3074	3344	17386133	17386403	5.3100000000000004e-130	468.0
R=29.C#LINE/L1-outcast	chr_003	99.209	253	2	0	2194	2446	222112	222364	1.1499999999999999e-126	457.0
R=29.C#LINE/L1-outcast	chr_003	89.577	355	34	3	1	354	19148178	19148530	6.92e-124	448.0
R=29.C#LINE/L1-outcast	chr_003	83.864	471	58	13	387	850	26489293	26489752	1.94e-119	433.0
R=29.C#LINE/L1-outcast	chr_003	89.697	330	34	0	1971	2300	16585853	16585524	4.19e-116	422.0
R=29.C#LINE/L1-outcast	chr_003	80.45	578	83	21	878	1433	12968517	12969086	7.02e-114	414.0
R=29.C#LINE/L1-outcast	chr_003	84.988	413	51	9	1	408	17839142	17838736	3.27e-112	409.0
R=29.C#LINE/L1-outcast	chr_003	95.968	248	10	0	3099	3346	9334144	9333897	1.52e-110	403.0
R=29.C#LINE/L1-outcast	chr_003	84.096	415	44	13	1148	1542	13979376	13979788	7.119999999999999e-104	381.0
R=29.C#LINE/L1-outcast	chr_003	90.877	285	24	2	3061	3344	29971591	29971308	7.119999999999999e-104	381.0
R=29.C#LINE/L1-outcast	chr_003	88.889	306	34	0	411	716	14093245	14092940	9.210000000000001e-103	377.0
R=29.C#LINE/L1-outcast	chr_003	86.176	340	40	4	3014	3347	11849656	11849994	9.27e-98	361.0
R=29.C#LINE/L1-outcast	chr_003	98.387	186	3	0	2	187	9948971	9948786	9.41e-88	327.0
R=29.C#LINE/L1-outcast	chr_003	84.498	329	32	10	3035	3346	17696310	17695984	1.23e-81	307.0
R=29.C#LINE/L1-outcast	chr_003	90.213	235	22	1	3113	3347	21729866	21729633	4.41e-81	305.0
R=29.C#LINE/L1-outcast	chr_003	100.0	163	0	0	3185	3347	9944880	9944718	5.7e-80	302.0
R=29.C#LINE/L1-outcast	chr_003	94.737	190	6	1	1728	1913	221467	221656	3.43e-77	292.0
R=29.C#LINE/L1-outcast	chr_003	97.11	173	5	0	1	173	8867881	8868053	3.43e-77	292.0
R=29.C#LINE/L1-outcast	chr_003	74.752	705	145	28	2598	3283	10456550	10455860	1.6000000000000001e-75	287.0
R=29.C#LINE/L1-outcast	chr_003	90.0	190	18	1	1394	1582	13406428	13406239	9.74e-63	244.0
R=29.C#LINE/L1-outcast	chr_003	93.382	136	7	2	1369	1504	29972048	29971915	2.1400000000000002e-49	200.0
R=29.C#LINE/L1-outcast	chr_003	82.843	204	31	3	614	816	16903757	16903957	2.79e-43	180.0
R=29.C#LINE/L1-outcast	chr_003	90.977	133	6	4	3201	3329	26909014	26909144	1.3e-41	174.0
R=29.C#LINE/L1-outcast	chr_003	78.395	162	33	2	2855	3015	10422295	10422135	4.8000000000000006e-21	106.0
R=29.C#LINE/L1-outcast	chr_001	96.512	3354	96	8	1	3347	21696120	21699459	0.0	5528.0
R=29.C#LINE/L1-outcast	chr_001	96.496	2683	71	8	1	2677	31255239	31252574	0.0	4412.0
R=29.C#LINE/L1-outcast	chr_001	96.093	2534	89	4	442	2966	14996479	14999011	0.0	4124.0
R=29.C#LINE/L1-outcast	chr_001	95.792	2424	61	14	930	3347	20753991	20756379	0.0	3873.0
R=29.C#LINE/L1-outcast	chr_001	87.706	3392	306	70	4	3346	1067274	1070603	0.0	3851.0
R=29.C#LINE/L1-outcast	chr_001	95.108	2453	77	7	1	2447	31222694	31220279	0.0	3825.0
R=29.C#LINE/L1-outcast	chr_001	96.827	2080	44	6	1	2066	21341428	21343499	0.0	3456.0
R=29.C#LINE/L1-outcast	chr_001	96.372	2095	65	5	1	2086	14994286	14996378	0.0	3437.0
R=29.C#LINE/L1-outcast	chr_001	96.204	2002	59	3	1	1998	1157672	1159660	0.0	3260.0
R=29.C#LINE/L1-outcast	chr_001	97.206	1897	42	7	819	2706	4449892	4451786	0.0	3199.0
R=29.C#LINE/L1-outcast	chr_001	94.959	1964	94	2	1383	3342	9714046	9712084	0.0	3075.0
R=29.C#LINE/L1-outcast	chr_001	97.138	1712	42	4	889	2596	9355789	9354081	0.0	2883.0
R=29.C#LINE/L1-outcast	chr_001	94.328	1763	95	2	463	2221	20429368	20431129	0.0	2697.0
R=29.C#LINE/L1-outcast	chr_001	88.378	2108	208	19	1246	3347	26230700	26228624	0.0	2503.0
R=29.C#LINE/L1-outcast	chr_001	94.05	1647	88	7	1704	3344	1106274	1104632	0.0	2490.0
R=29.C#LINE/L1-outcast	chr_001	79.385	3381	638	51	1	3347	33012067	33008712	0.0	2329.0
R=29.C#LINE/L1-outcast	chr_001	97.373	1218	30	2	1	1218	13609928	13611143	0.0	2071.0
R=29.C#LINE/L1-outcast	chr_001	85.933	1898	240	19	389	2272	11960850	11962734	0.0	2001.0
R=29.C#LINE/L1-outcast	chr_001	88.108	1665	173	18	870	2529	18731640	18729996	0.0	1954.0
R=29.C#LINE/L1-outcast	chr_001	96.824	1165	36	1	2179	3343	1160154	1161317	0.0	1947.0
R=29.C#LINE/L1-outcast	chr_001	86.244	1752	210	17	1605	3346	23514336	23512606	0.0	1873.0
R=29.C#LINE/L1-outcast	chr_001	86.496	1718	171	29	1648	3344	16788620	16790297	0.0	1831.0
R=29.C#LINE/L1-outcast	chr_001	87.117	1436	156	20	36	1454	21234118	21232695	0.0	1600.0
R=29.C#LINE/L1-outcast	chr_001	96.868	894	26	2	1	893	20753102	20753994	0.0	1495.0
R=29.C#LINE/L1-outcast	chr_001	83.917	1486	180	28	625	2096	18624436	18625876	0.0	1365.0
R=29.C#LINE/L1-outcast	chr_001	97.674	774	15	1	2	775	4449124	4449894	0.0	1327.0
R=29.C#LINE/L1-outcast	chr_001	96.628	771	17	4	1	767	9356551	9355786	0.0	1271.0
R=29.C#LINE/L1-outcast	chr_001	86.713	1144	123	24	255	1393	35344297	35345416	0.0	1243.0
R=29.C#LINE/L1-outcast	chr_001	86.845	1087	121	18	1388	2461	11445274	11444197	0.0	1195.0
R=29.C#LINE/L1-outcast	chr_001	85.617	1175	113	25	1	1155	9827596	9828734	0.0	1182.0
R=29.C#LINE/L1-outcast	chr_001	88.174	964	108	6	1	963	6230781	6231739	0.0	1144.0
R=29.C#LINE/L1-outcast	chr_001	93.668	758	42	2	112	869	1107031	1106280	0.0	1129.0
R=29.C#LINE/L1-outcast	chr_001	82.579	1303	199	20	2056	3342	1886368	1887658	0.0	1125.0
R=29.C#LINE/L1-outcast	chr_001	86.062	1069	124	17	1666	2722	22740006	22738951	0.0	1125.0
R=29.C#LINE/L1-outcast	chr_001	86.733	1010	122	6	2340	3344	24656077	24657079	0.0	1114.0
R=29.C#LINE/L1-outcast	chr_001	97.209	645	16	1	2703	3347	17788148	17788790	0.0	1092.0
R=29.C#LINE/L1-outcast	chr_001	86.084	927	110	12	2425	3344	10922732	10923646	0.0	979.0
R=29.C#LINE/L1-outcast	chr_001	85.639	947	115	9	2412	3340	10562947	10562004	0.0	977.0
R=29.C#LINE/L1-outcast	chr_001	89.481	770	73	5	1693	2456	35348881	35349648	0.0	966.0
R=29.C#LINE/L1-outcast	chr_001	87.811	804	94	4	2544	3346	34876572	34877372	0.0	939.0
R=29.C#LINE/L1-outcast	chr_001	85.938	896	96	20	2455	3347	11962735	11963603	0.0	931.0
R=29.C#LINE/L1-outcast	chr_001	87.03	825	92	10	2532	3345	18689363	18688543	0.0	918.0
R=29.C#LINE/L1-outcast	chr_001	86.778	779	95	5	1	773	21991454	21990678	0.0	861.0
R=29.C#LINE/L1-outcast	chr_001	94.881	547	27	1	1	547	15869552	15870097	0.0	854.0
R=29.C#LINE/L1-outcast	chr_001	85.768	801	99	5	2519	3319	29044800	29044015	0.0	835.0
R=29.C#LINE/L1-outcast	chr_001	97.149	491	13	1	2855	3345	4451787	4452276	0.0	830.0
R=29.C#LINE/L1-outcast	chr_001	87.263	738	77	7	1	737	148962	148241	0.0	826.0
R=29.C#LINE/L1-outcast	chr_001	84.672	822	111	11	2336	3150	6232553	6231740	0.0	808.0
R=29.C#LINE/L1-outcast	chr_001	87.322	702	65	14	1587	2285	6233706	6233026	0.0	782.0
R=29.C#LINE/L1-outcast	chr_001	90.05	603	49	4	1518	2120	36094976	36094385	0.0	771.0
R=29.C#LINE/L1-outcast	chr_001	88.854	637	52	7	5	632	18623712	18624338	0.0	765.0
R=29.C#LINE/L1-outcast	chr_001	86.483	688	82	7	2664	3345	18727178	18726496	0.0	745.0
R=29.C#LINE/L1-outcast	chr_001	90.844	557	45	6	1	556	34040972	34040421	0.0	741.0
R=29.C#LINE/L1-outcast	chr_001	85.379	725	83	14	2641	3347	9828878	9829597	0.0	730.0
R=29.C#LINE/L1-outcast	chr_001	91.389	511	42	2	1	510	21118571	21118062	0.0	699.0
R=29.C#LINE/L1-outcast	chr_001	84.853	713	81	12	9	717	1743624	1744313	0.0	693.0
R=29.C#LINE/L1-outcast	chr_001	83.181	767	104	18	2	763	1885060	1885806	0.0	678.0
R=29.C#LINE/L1-outcast	chr_001	83.647	691	97	6	2441	3120	31042115	31041430	0.0	638.0
R=29.C#LINE/L1-outcast	chr_001	86.154	585	78	3	1199	1782	34875168	34875750	2.3e-178	628.0
R=29.C#LINE/L1-outcast	chr_001	98.039	357	7	0	2157	2513	21343600	21343956	3.8499999999999996e-176	621.0
R=29.C#LINE/L1-outcast	chr_001	96.275	349	11	2	2609	2957	13148268	13147922	1.09e-161	573.0
R=29.C#LINE/L1-outcast	chr_001	98.052	308	6	0	1229	1536	13611472	13611779	1.4399999999999999e-150	536.0
R=29.C#LINE/L1-outcast	chr_001	86.939	490	48	6	2	490	29045273	29044799	1.4399999999999999e-150	536.0
R=29.C#LINE/L1-outcast	chr_001	89.762	420	38	2	2902	3317	15236931	15236513	5.159999999999999e-150	534.0
R=29.C#LINE/L1-outcast	chr_001	86.892	473	43	6	1	473	26231152	26230699	2.42e-143	512.0
R=29.C#LINE/L1-outcast	chr_001	88.62	413	39	3	2943	3347	21310190	21309778	2.44e-138	496.0
R=29.C#LINE/L1-outcast	chr_001	96.321	299	11	0	3048	3346	15730217	15729919	3.15e-137	492.0
R=29.C#LINE/L1-outcast	chr_001	94.444	306	17	0	2843	3148	31220281	31219976	1.14e-131	473.0
R=29.C#LINE/L1-outcast	chr_001	94.719	303	16	0	1	303	20429066	20429368	4.11e-131	472.0
R=29.C#LINE/L1-outcast	chr_001	94.684	301	13	1	3047	3347	33704417	33704120	6.87e-129	464.0
R=29.C#LINE/L1-outcast	chr_001	87.16	405	40	3	1829	2227	16310909	16311307	1.92e-124	449.0
R=29.C#LINE/L1-outcast	chr_001	88.587	368	40	2	1	367	31325400	31325766	2.49e-123	446.0
R=29.C#LINE/L1-outcast	chr_001	88.043	368	39	3	2983	3346	34038527	34038161	6.97e-119	431.0
R=29.C#LINE/L1-outcast	chr_001	87.819	353	42	1	64	416	11432987	11432636	2.52e-113	412.0
R=29.C#LINE/L1-outcast	chr_001	86.992	369	43	5	1	367	31042716	31042351	9.08e-113	411.0
R=29.C#LINE/L1-outcast	chr_001	84.652	417	50	6	2926	3339	23986572	23986167	4.22e-111	405.0
R=29.C#LINE/L1-outcast	chr_001	95.582	249	11	0	3099	3347	15923081	15922833	1.9700000000000002e-109	399.0
R=29.C#LINE/L1-outcast	chr_001	98.667	225	3	0	3123	3347	19778299	19778075	1.9700000000000002e-109	399.0
R=29.C#LINE/L1-outcast	chr_001	93.976	249	13	1	3099	3347	21113638	21113392	3.31e-102	375.0
R=29.C#LINE/L1-outcast	chr_001	90.714	280	25	1	7	286	18744877	18744599	4.28e-101	372.0
R=29.C#LINE/L1-outcast	chr_001	98.095	210	4	0	3138	3347	9353980	9353771	1.99e-99	366.0
R=29.C#LINE/L1-outcast	chr_001	84.091	396	37	7	2949	3319	19033788	19034182	3.34e-97	359.0
R=29.C#LINE/L1-outcast	chr_001	84.906	371	36	6	1	367	34874814	34875168	1.2e-96	357.0
R=29.C#LINE/L1-outcast	chr_001	80.691	492	57	17	2279	2765	16311910	16312368	7.22e-94	348.0
R=29.C#LINE/L1-outcast	chr_001	86.624	314	37	1	2644	2952	35349657	35349970	3.36e-92	342.0
R=29.C#LINE/L1-outcast	chr_001	81.818	407	66	5	2942	3347	741243	740844	5.62e-90	335.0
R=29.C#LINE/L1-outcast	chr_001	83.944	355	49	5	43	395	1217579	1217231	2.0199999999999998e-89	333.0
R=29.C#LINE/L1-outcast	chr_001	90.726	248	18	3	1	246	35393041	35393285	3.38e-87	326.0
R=29.C#LINE/L1-outcast	chr_001	85.714	273	35	4	483	755	5942515	5942783	5.74e-75	285.0
R=29.C#LINE/L1-outcast	chr_001	89.72	214	22	0	2949	3162	35350066	35350279	1.24e-71	274.0
R=29.C#LINE/L1-outcast	chr_001	90.865	208	11	1	3146	3345	11444202	11443995	4.47e-71	272.0
R=29.C#LINE/L1-outcast	chr_001	88.688	221	25	0	2326	2546	34875754	34875974	1.61e-70	270.0
R=29.C#LINE/L1-outcast	chr_001	87.124	233	30	0	2	234	17051642	17051874	7.479999999999999e-69	265.0
R=29.C#LINE/L1-outcast	chr_001	85.714	238	34	0	2747	2984	34040420	34040183	1.62e-65	254.0
R=29.C#LINE/L1-outcast	chr_001	95.652	138	6	0	2570	2707	17787910	17788047	4.570000000000001e-56	222.0
R=29.C#LINE/L1-outcast	chr_001	90.566	159	11	3	3187	3345	32833599	32833445	1.28e-51	207.0
R=29.C#LINE/L1-outcast	chr_001	92.199	141	4	5	2	140	11960707	11960842	3.58e-47	193.0
R=29.C#LINE/L1-outcast	chr_001	94.783	115	4	2	3234	3346	21343939	21344053	9.999999999999999e-43	178.0
R=29.C#LINE/L1-outcast	chr_001	97.959	98	2	0	2325	2422	19778895	19778798	1.6799999999999999e-40	171.0
R=29.C#LINE/L1-outcast	chr_001	93.333	75	5	0	3270	3344	1104511	1104437	1.0300000000000001e-22	111.0
R=29.C#LINE/L1-outcast	chr_001	96.552	58	2	0	3281	3338	437789	437732	2.89e-18	97.1
R=29.C#LINE/L1-outcast	chr_004	96.44	3343	107	8	4	3339	18895214	18898551	0.0	5505.0
R=29.C#LINE/L1-outcast	chr_004	96.998	3265	88	4	1	3257	7140636	7143898	0.0	5480.0
R=29.C#LINE/L1-outcast	chr_004	94.925	3350	117	13	1	3346	104981	108281	0.0	5197.0
R=29.C#LINE/L1-outcast	chr_004	94.512	3353	161	8	3	3347	19299327	19302664	0.0	5153.0
R=29.C#LINE/L1-outcast	chr_004	94.396	2730	131	13	3	2722	17301492	17304209	0.0	4174.0
R=29.C#LINE/L1-outcast	chr_004	94.39	2353	120	5	1	2343	11411616	11413966	0.0	3603.0
R=29.C#LINE/L1-outcast	chr_004	95.368	1835	60	8	1	1830	13563570	13561756	0.0	2894.0
R=29.C#LINE/L1-outcast	chr_004	97.771	1570	25	5	1131	2691	9308020	9306452	0.0	2697.0
R=29.C#LINE/L1-outcast	chr_004	94.764	1547	63	7	244	1790	19823825	19822297	0.0	2392.0
R=29.C#LINE/L1-outcast	chr_004	79.42	3377	642	42	2	3347	17972556	17975910	0.0	2338.0
R=29.C#LINE/L1-outcast	chr_004	97.235	1302	33	1	2046	3344	20067657	20068958	0.0	2204.0
R=29.C#LINE/L1-outcast	chr_004	86.608	1919	198	26	1	1908	1526299	1528169	0.0	2065.0
R=29.C#LINE/L1-outcast	chr_004	97.575	1196	25	1	1589	2780	675096	676291	0.0	2045.0
R=29.C#LINE/L1-outcast	chr_004	90.927	1543	92	19	5	1539	13830763	13829261	0.0	2030.0
R=29.C#LINE/L1-outcast	chr_004	95.8	1262	40	4	2006	3254	15550077	15548816	0.0	2026.0
R=29.C#LINE/L1-outcast	chr_004	87.486	1798	128	38	1583	3347	5934655	5932922	0.0	1986.0
R=29.C#LINE/L1-outcast	chr_004	85.276	1793	226	22	1555	3339	9969128	9967366	0.0	1816.0
R=29.C#LINE/L1-outcast	chr_004	94.529	987	33	3	604	1590	673336	674301	0.0	1504.0
R=29.C#LINE/L1-outcast	chr_004	84.585	1505	203	21	960	2442	12346559	12348056	0.0	1467.0
R=29.C#LINE/L1-outcast	chr_004	97.424	854	21	1	2494	3347	19066187	19067039	0.0	1456.0
R=29.C#LINE/L1-outcast	chr_004	83.842	1572	198	32	259	1824	19637174	19635653	0.0	1445.0
R=29.C#LINE/L1-outcast	chr_004	96.177	837	31	1	2458	3293	11417795	11418631	0.0	1369.0
