qseqid	sseqid	pid	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Normalized_Score
R=1136#DNA/Maverick	chr_005	92.412	369	27	1	1	368	14484050	14484418	3.2e-148	525.0	1.43
R=1136#DNA/Maverick	chr_003	93.416	243	16	0	1	243	12296097	12296339	9.56e-99	361.0	1.49
R=1136#DNA/Maverick	chr_003	90.883	351	31	1	1	350	12606780	12607130	1.52e-131	470.0	1.34
R=1144#unclass/unclass	chr_005	94.366	71	3	1	1	71	26754248	26754317	1.93e-23	108.0	1.57
R=1144#unclass/unclass	chr_005	93.651	63	1	2	1	62	1840317	1840377	1.94e-18	91.6	1.53
R=1144#unclass/unclass	chr_002	91.667	72	3	2	1	71	2288834	2288903	4.18e-20	97.1	1.41
R=1147#DNA/Merlin	chr_003	96.97	231	7	0	1	231	2379598	2379828	2.64e-107	388.0	1.69
R=1147#DNA/Merlin	chr_005	97.059	170	5	0	62	231	18551806	18551975	9.91e-77	287.0	1.7
R=1147#DNA/Merlin	chr_005	98.701	231	3	0	1	231	5379306	5379536	5.64e-114	411.0	1.79
R=1149#unclass/unclass	chr_002	95.61	205	9	0	1	205	11653504	11653708	1.4199999999999998e-89	329.0	1.61
R=1149#unclass/unclass	chr_003	95.181	83	4	0	1	83	11367870	11367952	4.29e-30	132.0	1.61
R=1149#unclass/unclass	chr_005	98.049	205	3	1	1	205	17214688	17214891	2.34e-97	355.0	1.75
R=1149#unclass/unclass	chr_003	96.078	204	8	0	1	204	16149211	16149414	1.1e-90	333.0	1.64
R=1149#unclass/unclass	chr_003	95.789	95	4	0	1	95	15219793	15219887	9.16e-37	154.0	1.64
R=1149#unclass/unclass	chr_003	87.156	109	8	4	93	199	16494006	16494110	3.3400000000000003e-26	119.0	1.14
R=1152#unclass/unclass	chr_004	91.549	71	2	1	1	67	15371131	15371201	1.38e-19	95.3	1.36
R=1152#unclass/unclass	chr_004	100.0	67	0	0	1	67	20082056	20082122	1.76e-28	124.0	1.88
R=1152#unclass/unclass	chr_003	96.875	64	2	0	1	64	18920465	18920528	1.7699999999999998e-23	108.0	1.71
R=1153#unclass/unclass	chr_004	98.374	123	2	0	1	123	14206437	14206559	6.34e-56	217.0	1.78
R=1153#unclass/unclass	chr_004	97.143	70	2	0	1	70	14137496	14137565	1.84e-26	119.0	1.72
R=1153#unclass/unclass	chr_004	91.87	123	10	0	1	123	14141196	14141318	1.3899999999999998e-42	172.0	1.41
R=1153#unclass/unclass	chr_004	96.748	123	4	0	1	123	14166248	14166370	1.37e-52	206.0	1.69
R=1153#unclass/unclass	chr_004	96.748	123	4	0	1	123	14188527	14188649	1.37e-52	206.0	1.69
R=1153#unclass/unclass	chr_004	93.443	122	8	0	2	123	14119750	14119871	2.31e-45	182.0	1.5
R=1153#unclass/unclass	chr_004	95.161	124	5	1	1	123	14233661	14233784	2.97e-49	195.0	1.59
R=1153#unclass/unclass	chr_004	95.161	124	5	1	1	123	14248932	14249055	2.97e-49	195.0	1.59
R=1153#unclass/unclass	chr_004	98.374	123	2	0	1	123	14128225	14128347	6.34e-56	217.0	1.78
R=1153#unclass/unclass	chr_004	97.561	82	2	0	1	82	14125278	14125359	3.9200000000000004e-33	141.0	1.74
R=1153#unclass/unclass	chr_004	93.701	127	4	1	1	123	14105447	14105573	4.970000000000001e-47	187.0	1.48
R=1155#unclass/unclass	chr_003	87.589	282	33	1	1	282	14283899	14284178	2.62e-88	326.0	1.17
R=1155#unclass/unclass	chr_003	87.234	282	36	0	1	282	31250163	31250444	3.39e-87	322.0	1.15
R=1155#unclass/unclass	chr_003	88.298	282	33	0	1	282	30069418	30069699	3.36e-92	339.0	1.21
R=1155#unclass/unclass	chr_001	93.972	282	14	1	1	282	13617134	13617412	9.03e-118	424.0	1.53
R=1155#unclass/unclass	chr_003	95.39	282	12	1	1	282	29089415	29089695	5.36e-125	448.0	1.6
R=1157#unclass/unclass	chr_001	93.162	351	18	4	1	347	16976126	16976474	8.440000000000001e-144	510.0	1.47
R=1157#unclass/unclass	chr_001	91.738	351	25	1	1	347	16933199	16933549	5.1199999999999996e-136	484.0	1.38
R=1157#unclass/unclass	chr_001	87.5	256	22	7	99	347	17208639	17208891	1.55e-76	287.0	1.14
R=1157#unclass/unclass	chr_001	92.219	347	27	0	1	347	17049640	17049986	3.06e-138	492.0	1.42
R=1157#unclass/unclass	chr_001	91.975	324	25	1	24	347	19833257	19833579	1.4399999999999998e-126	453.0	1.41
R=1157#unclass/unclass	chr_001	91.738	351	25	1	1	347	16867137	16867487	5.1199999999999996e-136	484.0	1.38
R=1157#unclass/unclass	chr_001	92.507	347	24	2	1	347	17115308	17115652	2.36e-139	496.0	1.44
R=1161#unclass/unclass	chr_001	98.214	56	1	0	1	56	24433674	24433729	7.980000000000001e-21	99.0	1.8
R=1162#unclass/unclass	chr_003	93.197	147	9	1	3	149	13333536	13333681	2.88e-55	215.0	1.48
R=1162#unclass/unclass	chr_005	96.644	149	5	0	1	149	13761607	13761755	2.84e-65	248.0	1.68
R=1162#unclass/unclass	chr_001	95.302	149	7	0	1	149	1205681	1205829	6.14e-62	237.0	1.6
R=1167#unclass/unclass	chr_001	100.0	56	0	0	1	56	15204774	15204829	2.03e-22	104.0	1.89
R=1167#unclass/unclass	chr_001	96.774	62	2	0	1	62	20707746	20707807	2.03e-22	104.0	1.7
R=1167#unclass/unclass	chr_003	96.667	60	1	1	1	59	23795639	23795698	9.430000000000001e-21	99.0	1.68
R=1167#unclass/unclass	chr_005	90.909	66	2	1	1	62	14343711	14343776	7.34e-17	86.1	1.32
R=1168#unclass/unclass	chr_003	97.727	176	4	0	1	176	13750896	13751071	2.31e-81	303.0	1.73
R=1171#unclass/unclass	chr_002	95.862	145	6	0	1	145	13323177	13323321	1.03e-60	235.0	1.63
R=1171#unclass/unclass	chr_002	87.342	79	10	0	532	610	19000611	19000689	2.36e-17	91.6	1.17
R=1171#unclass/unclass	chr_002	98.947	95	1	0	127	221	13326245	13326339	2.95e-41	171.0	1.82
R=1171#unclass/unclass	chr_002	96.178	471	18	0	140	610	18530667	18531137	0.0	771.0	1.64
R=1171#unclass/unclass	chr_001	96.33	109	4	0	1	109	22203261	22203369	4.9e-44	180.0	1.67
R=1175#unclass/unclass	chr_002	98.387	62	1	0	18	79	9071350	9071411	6.26e-24	110.0	1.8
R=1175#unclass/unclass	chr_004	97.468	79	2	0	1	79	19311560	19311638	1.03e-31	135.0	1.73
R=1175#unclass/unclass	chr_004	98.734	79	1	0	1	79	20082145	20082223	2.22e-33	141.0	1.81
R=1179#unclass/unclass	chr_004	86.029	136	14	4	2	135	31722434	31722566	3.07e-32	141.0	1.07
R=1179#unclass/unclass	chr_001	91.781	146	12	0	448	593	19480212	19480357	3.86e-51	204.0	1.41
R=1179#unclass/unclass	chr_005	95.88	534	16	3	7	538	8644922	8645451	0.0	859.0	1.62
R=1179#unclass/unclass	chr_004	93.151	73	4	1	642	714	14810269	14810340	1.1200000000000002e-21	106.0	1.49
R=1179#unclass/unclass	chr_004	96.762	803	23	2	1	801	27204298	27205099	0.0	1336.0	1.67
R=1179#unclass/unclass	chr_001	85.417	288	39	3	2	287	22199239	22199525	6.19e-79	296.0	1.03
R=1179#unclass/unclass	chr_004	94.632	801	42	1	1	801	15356733	15357532	0.0	1240.0	1.55
R=1179#unclass/unclass	chr_001	90.547	804	65	9	2	801	19502474	19503270	0.0	1053.0	1.32
R=1179#unclass/unclass	chr_001	94.565	92	4	1	705	795	2551109	2551200	3.07e-32	141.0	1.55
R=1179#unclass/unclass	chr_003	86.912	787	79	13	16	801	10966258	10967021	0.0	861.0	1.13
R=1179#unclass/unclass	chr_001	87.248	149	18	1	16	164	24354884	24355031	1.4099999999999999e-40	169.0	1.15
R=1179#unclass/unclass	chr_005	95.07	568	28	0	216	783	10523098	10523665	0.0	894.0	1.58
R=1189.H.Polinton#DNA/Maverick	chr_001	88.532	218	21	4	3	218	23462394	23462609	5.63e-69	261.0	1.21
R=1189.H.Polinton#DNA/Maverick	chr_002	87.5	216	27	0	3	218	919284	919499	1.22e-65	250.0	1.16
R=1191#DNA/TcMar	chr_004	100.0	90	0	0	1	90	30012202	30012291	4.31e-41	167.0	1.88
R=1191#DNA/TcMar	chr_002	100.0	90	0	0	1	90	8023052	8023141	4.31e-41	167.0	1.88
R=1191#DNA/TcMar	chr_002	100.0	90	0	0	1	90	11302626	11302715	4.31e-41	167.0	1.88
R=1191#DNA/TcMar	chr_004	100.0	90	0	0	1	90	13172852	13172941	4.31e-41	167.0	1.88
R=1191#DNA/TcMar	chr_004	100.0	90	0	0	1	90	18335345	18335434	4.31e-41	167.0	1.88
R=1191#DNA/TcMar	chr_003	100.0	90	0	0	1	90	18800691	18800780	4.31e-41	167.0	1.88
R=1193#unclass/unclass	chr_004	98.214	56	1	0	1	56	11725500	11725555	7.980000000000001e-21	99.0	1.8
R=1196#unclass/unclass	chr_001	95.181	83	3	1	1	82	3919521	3919603	5.06e-30	130.0	1.59
R=1196#unclass/unclass	chr_004	93.902	82	5	0	1	82	16851664	16851745	2.35e-28	124.0	1.53
R=1196#unclass/unclass	chr_003	93.902	82	4	1	1	82	13689067	13689147	8.47e-28	122.0	1.52
R=1196#unclass/unclass	chr_004	95.122	82	4	0	1	82	23320798	23320879	5.06e-30	130.0	1.6
R=1196#unclass/unclass	chr_001	93.902	82	5	0	1	82	25419229	25419310	2.35e-28	124.0	1.53
R=1196#unclass/unclass	chr_004	92.683	82	6	0	1	82	4650451	4650532	1.1e-26	119.0	1.47
R=1196#unclass/unclass	chr_003	95.122	82	4	0	1	82	11749562	11749643	5.06e-30	130.0	1.6
R=1196#unclass/unclass	chr_002	89.024	82	9	0	1	82	5949032	5949113	1.1e-21	102.0	1.26
R=1196#unclass/unclass	chr_001	93.902	82	5	0	1	82	34876227	34876308	2.35e-28	124.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.444	432	10	6	1	424	16158493	16158918	0.0	652.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_002	93.362	693	17	16	3	681	4911287	4911964	0.0	998.0	1.47
R=12.TIR.TSD.C#DNA/MITE	chr_002	97.059	68	1	1	631	698	13135386	13135452	5.81e-24	113.0	1.71
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.522	67	2	1	632	697	20324433	20324499	9.71e-22	106.0	1.61
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.115	696	24	4	6	697	18051304	18051993	0.0	1088.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_003	92.243	709	27	11	6	698	13894834	13895530	0.0	979.0	1.41
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.828	174	3	3	525	697	14426126	14426294	4.21e-70	267.0	1.59
R=12.TIR.TSD.C#DNA/MITE	chr_004	93.103	377	22	4	2	376	30028230	30028604	3.73e-155	549.0	1.47
R=12.TIR.TSD.C#DNA/MITE	chr_005	93.944	710	27	6	2	698	14784990	14785696	0.0	1059.0	1.5
R=12.TIR.TSD.C#DNA/MITE	chr_002	96.148	701	15	6	1	696	12625560	12626253	0.0	1134.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_004	91.396	709	25	10	1	698	10308651	10309334	0.0	939.0	1.37
R=12.TIR.TSD.C#DNA/MITE	chr_005	97.722	395	9	0	2	396	11119208	11119602	0.0	680.0	1.73
R=12.TIR.TSD.C#DNA/MITE	chr_003	95.714	70	3	0	1	70	15473435	15473504	5.81e-24	113.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_005	94.194	465	17	6	2	466	19475040	19475494	0.0	701.0	1.54
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.622	688	20	7	1	687	12320308	12320979	0.0	1050.0	1.56
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.122	82	4	0	2	83	12712327	12712408	5.76e-29	130.0	1.6
R=12.TIR.TSD.C#DNA/MITE	chr_002	93.886	458	19	4	1	450	22488206	22488662	0.0	682.0	1.5
R=12.TIR.TSD.C#DNA/MITE	chr_001	91.772	316	17	3	1	307	17163239	17163554	1.4099999999999998e-119	431.0	1.37
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.74	446	12	4	241	681	15479018	15479461	0.0	712.0	1.61
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.571	700	23	5	3	698	3005871	3006559	0.0	1068.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_005	95.422	699	18	6	4	697	26555505	26556194	0.0	1101.0	1.6
R=12.TIR.TSD.C#DNA/MITE	chr_005	93.137	714	25	9	2	698	7506375	7507081	0.0	1026.0	1.45
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.021	241	9	3	1	241	15950085	15950322	6.71e-103	375.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.478	690	21	14	1	681	14264431	14265105	0.0	1003.0	1.49
R=12.TIR.TSD.C#DNA/MITE	chr_005	94.937	316	9	2	3	311	15163494	15163809	8.26e-137	488.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_003	90.282	638	26	11	4	640	28608946	28609548	0.0	802.0	1.33
R=12.TIR.TSD.C#DNA/MITE	chr_004	97.917	96	2	0	5	100	15478822	15478917	4.3899999999999995e-40	167.0	1.76
R=12.TIR.TSD.C#DNA/MITE	chr_005	96.835	158	5	0	1	158	16396634	16396791	1.51e-69	265.0	1.69
R=12.TIR.TSD.C#DNA/MITE	chr_002	96.875	64	1	1	4	67	16724938	16725000	9.71e-22	106.0	1.71
R=12.TIR.TSD.C#DNA/MITE	chr_002	93.966	696	28	7	3	698	4290525	4291206	0.0	1040.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_001	94.801	327	12	2	1	323	18053338	18053663	8.2e-142	505.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_001	92.857	266	9	5	438	698	20798686	20798946	1.8600000000000002e-103	377.0	1.45
R=12.TIR.TSD.C#DNA/MITE	chr_001	88.679	265	13	9	435	697	34003862	34004111	2.48e-82	307.0	1.23
R=12.TIR.TSD.C#DNA/MITE	chr_003	94.876	683	28	6	1	681	13073841	13074518	0.0	1061.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_005	96.721	61	2	0	2	62	4469622	4469682	1.26e-20	102.0	1.7
R=12.TIR.TSD.C#DNA/MITE	chr_003	94.828	696	28	4	2	696	20609906	20610594	0.0	1079.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.697	714	24	4	1	698	14423306	14424014	0.0	1050.0	1.48
R=12.TIR.TSD.C#DNA/MITE	chr_005	96.19	105	3	1	3	107	16155693	16155796	3.4e-41	171.0	1.66
R=12.TIR.TSD.C#DNA/MITE	chr_001	97.273	220	5	1	2	221	18816300	18816518	8.67e-102	372.0	1.71
R=12.TIR.TSD.C#DNA/MITE	chr_005	92.426	713	30	11	1	698	17244837	17245540	0.0	996.0	1.42
R=12.TIR.TSD.C#DNA/MITE	chr_001	96.875	64	2	0	4	67	981651	981714	2.7e-22	108.0	1.71
R=12.TIR.TSD.C#DNA/MITE	chr_001	97.101	69	2	0	2	70	15824007	15824075	4.49e-25	117.0	1.72
R=12.TIR.TSD.C#DNA/MITE	chr_005	98.387	186	3	0	1	186	14566346	14566531	1.9e-88	327.0	1.77
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.118	68	4	0	1	68	24484754	24484821	3.4900000000000005e-21	104.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.247	696	26	8	3	698	1449710	1450384	0.0	1005.0	1.49
R=12.TIR.TSD.C#DNA/MITE	chr_003	90.304	691	41	14	1	682	16139327	16140000	0.0	881.0	1.31
R=12.TIR.TSD.C#DNA/MITE	chr_001	93.419	699	27	7	4	698	19626781	19627464	0.0	1018.0	1.49
R=12.TIR.TSD.C#DNA/MITE	chr_002	94.084	693	25	8	1	681	11056761	11057449	0.0	1038.0	1.51
R=12.TIR.TSD.C#DNA/MITE	chr_004	91.75	703	18	14	1	698	7143893	7144560	0.0	941.0	1.41
R=12.TIR.TSD.C#DNA/MITE	chr_002	92.775	692	22	6	3	681	13099205	13099881	0.0	976.0	1.44
R=12.TIR.TSD.C#DNA/MITE	chr_005	97.214	359	10	0	1	359	20293266	20293624	6.07e-173	608.0	1.7
R=12.TIR.TSD.C#DNA/MITE	chr_005	95.588	68	3	0	1	68	18790765	18790832	7.509999999999999e-23	110.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_005	98.438	64	1	0	5	68	14599663	14599726	5.81e-24	113.0	1.79
R=12.TIR.TSD.C#DNA/MITE	chr_005	93.939	99	5	1	1	99	11830680	11830777	1.59e-34	148.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_001	98.529	68	0	1	631	698	1619392	1619458	1.25e-25	119.0	1.8
R=12.TIR.TSD.C#DNA/MITE	chr_004	93.043	690	20	17	2	681	12614517	12615188	0.0	983.0	1.46
R=12.TIR.TSD.C#DNA/MITE	chr_002	94.864	701	25	4	2	698	11723342	11724035	0.0	1085.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_001	91.6	250	16	4	4	251	10519040	10519286	2.45e-92	340.0	1.38
R=12.TIR.TSD.C#DNA/MITE	chr_005	95.062	324	15	1	4	327	11460364	11460686	6.3400000000000005e-143	508.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_002	94.269	698	24	8	2	698	3909245	3909927	0.0	1053.0	1.54
R=12.TIR.TSD.C#DNA/MITE	chr_004	97.619	84	1	1	615	698	12321080	12321162	7.4e-33	143.0	1.74
R=12.TIR.TSD.C#DNA/MITE	chr_002	94.118	68	3	1	1	68	13135320	13135386	1.26e-20	102.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_003	97.015	67	2	0	2	68	29227792	29227858	5.81e-24	113.0	1.71
R=12.TIR.TSD.C#DNA/MITE	chr_002	93.785	708	25	8	1	698	18872266	18872964	0.0	1046.0	1.5
R=12.TIR.TSD.C#DNA/MITE	chr_002	90.769	130	9	3	46	175	24038511	24038637	3.4e-41	171.0	1.36
R=12.TIR.TSD.C#DNA/MITE	chr_001	89.516	248	18	6	2	245	13649056	13649299	2.48e-82	307.0	1.26
R=12.TIR.TSD.C#DNA/MITE	chr_003	95.833	72	2	1	1	72	13087310	13087380	1.6099999999999998e-24	115.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_005	88.735	506	21	15	183	681	16155793	16156269	2.85e-166	586.0	1.23
R=12.TIR.TSD.C#DNA/MITE	chr_001	94.35	708	24	5	1	696	16472857	16473560	0.0	1072.0	1.52
R=12.TIR.TSD.C#DNA/MITE	chr_002	91.547	698	25	11	2	696	10274191	10274857	0.0	931.0	1.4
R=12.TIR.TSD.C#DNA/MITE	chr_004	91.233	673	20	16	1	651	13755250	13755905	0.0	880.0	1.34
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.588	68	3	0	1	68	1619325	1619392	7.509999999999999e-23	110.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.878	686	24	9	2	681	11229500	11230173	0.0	1018.0	1.51
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.748	682	20	5	1	681	23312895	23313568	0.0	1090.0	1.62
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.706	326	7	4	378	698	981936	982259	1.05e-145	518.0	1.6
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.197	687	21	4	1	681	18559302	18559982	0.0	1075.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_005	98.592	71	0	1	1	71	6150583	6150652	2.68e-27	124.0	1.8
R=12.TIR.TSD.C#DNA/MITE	chr_005	94.815	405	13	4	296	698	20293725	20294123	6.03e-178	625.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_001	91.903	704	19	14	2	698	15006080	15006752	0.0	950.0	1.41
R=12.TIR.TSD.C#DNA/MITE	chr_002	92.332	313	20	1	1	309	2233436	2233748	6.520000000000001e-123	442.0	1.42
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.333	165	8	3	4	167	4391382	4391544	2.55e-62	241.0	1.49
R=12.TIR.TSD.C#DNA/MITE	chr_003	92.97	697	20	6	2	698	8148666	8149333	0.0	989.0	1.48
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.177	705	20	4	2	698	12454818	12455516	0.0	1101.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_004	93.983	698	30	5	1	698	25714934	25715619	0.0	1046.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_004	92.275	699	24	10	4	698	3410015	3410687	0.0	965.0	1.44
R=12.TIR.TSD.C#DNA/MITE	chr_005	95.522	67	3	0	2	68	7825374	7825440	2.7e-22	108.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_003	92.587	715	25	9	6	697	15867172	15867881	0.0	1002.0	1.41
R=12.TIR.TSD.C#DNA/MITE	chr_001	93.873	457	15	6	129	575	12712408	12712861	0.0	676.0	1.49
R=12.TIR.TSD.C#DNA/MITE	chr_003	94.714	227	8	3	3	229	4515868	4516090	4.06e-95	350.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_002	97.113	381	9	2	1	380	19844836	19845215	0.0	641.0	1.69
R=12.TIR.TSD.C#DNA/MITE	chr_004	92.605	311	19	1	1	307	23297660	23297970	1.81e-123	444.0	1.43
R=12.TIR.TSD.C#DNA/MITE	chr_001	94.303	667	28	4	17	681	9877183	9877841	0.0	1013.0	1.54
R=12.TIR.TSD.C#DNA/MITE	chr_004	98.507	67	1	0	2	68	20324368	20324434	1.25e-25	119.0	1.8
R=12.TIR.TSD.C#DNA/MITE	chr_002	96.154	702	15	6	2	698	20086264	20086958	0.0	1136.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.477	199	4	2	2	196	592232	592429	5.33e-84	313.0	1.59
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.036	685	19	6	2	681	21862841	21863515	0.0	1062.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_001	93.469	689	28	9	2	681	19162964	19163644	0.0	1007.0	1.48
R=12.TIR.TSD.C#DNA/MITE	chr_002	98.529	68	1	0	1	68	11037206	11037273	3.47e-26	121.0	1.81
R=12.TIR.TSD.C#DNA/MITE	chr_004	98.529	68	1	0	1	68	4662297	4662364	3.47e-26	121.0	1.81
R=12.TIR.TSD.C#DNA/MITE	chr_005	97.368	76	2	0	1	76	2047999	2048074	5.76e-29	130.0	1.73
R=12.TIR.TSD.C#DNA/MITE	chr_004	93.459	688	24	9	4	681	31182047	31182723	0.0	1002.0	1.48
R=12.TIR.TSD.C#DNA/MITE	chr_003	100.0	68	0	0	1	68	16016283	16016350	7.46e-28	126.0	1.88
R=12.TIR.TSD.C#DNA/MITE	chr_003	100.0	121	0	0	3	123	19704146	19704266	2.57e-57	224.0	1.87
R=12.TIR.TSD.C#DNA/MITE	chr_001	91.759	449	27	4	1	448	34003029	34003468	3.63e-175	616.0	1.4
R=12.TIR.TSD.C#DNA/MITE	chr_003	90.652	706	30	14	11	698	14265091	14265778	0.0	905.0	1.32
R=12.TIR.TSD.C#DNA/MITE	chr_002	91.513	707	25	11	1	698	13733589	13734269	0.0	941.0	1.38
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.247	365	16	2	1	361	2429681	2430044	2.8900000000000004e-156	553.0	1.52
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.735	680	21	4	4	681	20695816	20696489	0.0	1088.0	1.62
R=12.TIR.TSD.C#DNA/MITE	chr_002	92.165	485	15	9	212	681	7270093	7270569	0.0	664.0	1.39
R=12.TIR.TSD.C#DNA/MITE	chr_003	95.522	67	2	1	2	68	11872609	11872674	9.71e-22	106.0	1.63
R=12.TIR.TSD.C#DNA/MITE	chr_003	94.856	486	16	3	4	481	18668920	18669404	0.0	750.0	1.55
R=12.TIR.TSD.C#DNA/MITE	chr_003	91.819	709	32	10	2	697	17853374	17854069	0.0	965.0	1.39
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.239	677	25	7	6	681	24606855	24607518	0.0	1022.0	1.54
R=12.TIR.TSD.C#DNA/MITE	chr_002	93.408	713	29	5	2	698	9586892	9587602	0.0	1040.0	1.46
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.014	702	19	8	3	696	12315869	12316562	0.0	1088.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.979	681	23	10	2	681	30474245	30474908	0.0	1014.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_001	95.652	69	1	2	3	71	35238341	35238407	7.509999999999999e-23	110.0	1.67
R=12.TIR.TSD.C#DNA/MITE	chr_003	98.182	55	0	1	645	698	4751478	4751532	2.1e-18	95.3	1.76
R=12.TIR.TSD.C#DNA/MITE	chr_003	99.401	167	1	0	1	167	10298794	10298960	3.21e-81	303.0	1.83
R=12.TIR.TSD.C#DNA/MITE	chr_005	95.362	690	17	5	1	681	5782749	5783432	0.0	1083.0	1.59
R=12.TIR.TSD.C#DNA/MITE	chr_001	94.348	230	7	3	474	698	17163758	17163986	1.46e-94	348.0	1.53
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.059	706	31	7	2	698	19168260	19168956	0.0	1016.0	1.46
R=12.TIR.TSD.C#DNA/MITE	chr_002	96.104	231	9	0	3	233	12166856	12167086	1.8600000000000002e-103	377.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_001	96.154	130	4	1	1	129	10455993	10456122	2e-53	211.0	1.64
R=12.TIR.TSD.C#DNA/MITE	chr_002	98.039	51	1	0	648	698	11695971	11696021	9.78e-17	89.8	1.8
R=12.TIR.TSD.C#DNA/MITE	chr_001	90.476	630	27	9	70	698	13511433	13512030	0.0	800.0	1.34
R=12.TIR.TSD.C#DNA/MITE	chr_005	91.034	435	17	14	85	509	16031919	16032341	1.0300000000000001e-160	568.0	1.35
R=12.TIR.TSD.C#DNA/MITE	chr_005	91.702	711	27	13	3	698	5907940	5908633	0.0	957.0	1.38
R=12.TIR.TSD.C#DNA/MITE	chr_004	93.169	688	26	10	3	681	23176198	23176873	0.0	990.0	1.47
R=12.TIR.TSD.C#DNA/MITE	chr_003	97.315	149	4	0	1	149	11884589	11884737	3.2800000000000003e-66	254.0	1.72
R=12.TIR.TSD.C#DNA/MITE	chr_002	95.413	436	20	0	1	436	17319752	17320187	0.0	695.0	1.6
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.978	697	23	5	3	698	4446553	4447238	0.0	1083.0	1.58
R=12.TIR.TSD.C#DNA/MITE	chr_003	98.507	67	1	0	1	67	17466810	17466876	1.25e-25	119.0	1.8
R=12.TIR.TSD.C#DNA/MITE	chr_002	92.641	693	32	6	2	681	14243689	14244375	0.0	979.0	1.43
R=12.TIR.TSD.C#DNA/MITE	chr_004	94.118	408	13	5	291	697	14623233	14623630	1.6900000000000002e-173	610.0	1.54
R=12.TIR.TSD.C#DNA/MITE	chr_003	93.632	581	25	7	2	577	29395577	29396150	0.0	857.0	1.5
R=12.TIR.TSD.C#DNA/MITE	chr_005	94.011	551	18	6	1	547	21850528	21851067	0.0	821.0	1.52
R=12.TIR.TSD.C#DNA/MITE	chr_005	98.969	97	0	1	4	99	1891170	1891266	9.44e-42	172.0	1.79
R=12.TIR.TSD.C#DNA/MITE	chr_004	95.62	685	18	6	1	681	16401040	16401716	0.0	1088.0	1.61
R=12.TIR.TSD.C#DNA/MITE	chr_003	92.553	376	22	3	1	371	17623857	17624231	1.0499999999999999e-150	534.0	1.43
R=12.TIR.TSD.C#DNA/MITE	chr_003	94.835	697	27	4	3	698	12005996	12006684	0.0	1079.0	1.57
R=12.TIR.TSD.C#DNA/MITE	chr_005	97.059	68	2	0	1	68	2047806	2047873	1.6099999999999998e-24	115.0	1.72
